avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.19955134869549987,0.18094268520004475,1724679669,,False,1,3e493_00037,2024-08-26_06-41-09,66.27711820602417,66.27711820602417,2027501,yen16,10.112.2.45,66.27711820602417,1
0.1948267111975315,0.18063856883404347,1724679732,,False,2,3e493_00037,2024-08-26_06-42-12,62.97480916976929,129.25192737579346,2027501,yen16,10.112.2.45,129.25192737579346,2
0.19329681253273773,0.18062491693462318,1724679794,,False,3,3e493_00037,2024-08-26_06-43-14,62.786853551864624,192.03878092765808,2027501,yen16,10.112.2.45,192.03878092765808,3
0.19258726118840866,0.18057096269554818,1724679856,,False,4,3e493_00037,2024-08-26_06-44-16,61.79257297515869,253.83135390281677,2027501,yen16,10.112.2.45,253.83135390281677,4
0.19223562676967512,0.18046836297099406,1724679918,,False,5,3e493_00037,2024-08-26_06-45-18,61.57621383666992,315.4075677394867,2027501,yen16,10.112.2.45,315.4075677394867,5
0.19207097769949721,0.18035103294711846,1724679978,,False,6,3e493_00037,2024-08-26_06-46-18,60.241191387176514,375.6487591266632,2027501,yen16,10.112.2.45,375.6487591266632,6
0.1918847818834193,0.18035058254519334,1724680040,,False,7,3e493_00037,2024-08-26_06-47-20,62.54640555381775,438.19516468048096,2027501,yen16,10.112.2.45,438.19516468048096,7
0.19177905820722135,0.18013778149795073,1724680102,,False,8,3e493_00037,2024-08-26_06-48-22,61.12055563926697,499.3157203197479,2027501,yen16,10.112.2.45,499.3157203197479,8
0.19164360646752687,0.18007773347198963,1724680162,,False,9,3e493_00037,2024-08-26_06-49-22,59.8899621963501,559.205682516098,2027501,yen16,10.112.2.45,559.205682516098,9
0.19156685564797138,0.17999034374952316,1724680222,,False,10,3e493_00037,2024-08-26_06-50-22,60.514025926589966,619.719708442688,2027501,yen16,10.112.2.45,619.719708442688,10
0.19145254996941938,0.1800728079934533,1724680285,,False,11,3e493_00037,2024-08-26_06-51-25,63.219215393066406,682.9389238357544,2027501,yen16,10.112.2.45,682.9389238357544,11
0.19137629973398138,0.179888362208238,1724680348,,False,12,3e493_00037,2024-08-26_06-52-28,62.97984552383423,745.9187693595886,2027501,yen16,10.112.2.45,745.9187693595886,12
0.19122784866927792,0.18006587042831457,1724680409,,False,13,3e493_00037,2024-08-26_06-53-29,60.97400951385498,806.8927788734436,2027501,yen16,10.112.2.45,806.8927788734436,13
0.19110362034050807,0.17992859305097506,1724680471,,False,14,3e493_00037,2024-08-26_06-54-31,61.64028310775757,868.5330619812012,2027501,yen16,10.112.2.45,868.5330619812012,14
0.19105426464984698,0.17990794269224772,1724680531,,False,15,3e493_00037,2024-08-26_06-55-31,60.18703484535217,928.7200968265533,2027501,yen16,10.112.2.45,928.7200968265533,15
0.19092493366400243,0.18009213021454903,1724680593,,False,16,3e493_00037,2024-08-26_06-56-33,61.73945593833923,990.4595527648926,2027501,yen16,10.112.2.45,990.4595527648926,16
0.1909148798097891,0.18009435385465622,1724680652,,False,17,3e493_00037,2024-08-26_06-57-32,58.933610677719116,1049.3931634426117,2027501,yen16,10.112.2.45,1049.3931634426117,17
0.1909148798097891,0.18009435385465622,1724680652,,False,18,3e493_00037,2024-08-26_06-57-32,0.06856417655944824,1049.4617276191711,2027501,yen16,10.112.2.45,1049.4617276191711,18
