avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1852277538529602,0.17907957295672253,1724679478,,False,1,3e493_00012,2024-08-26_06-37-58,59.2327835559845,59.2327835559845,1989962,yen16,10.112.2.45,59.2327835559845,1
0.17812052549692797,0.17749624477269557,1724679532,,False,2,3e493_00012,2024-08-26_06-38-52,53.251420736312866,112.48420429229736,1989962,yen16,10.112.2.45,112.48420429229736,2
0.17450811534697577,0.18192790591946015,1724679586,,False,3,3e493_00012,2024-08-26_06-39-46,53.96956992149353,166.4537742137909,1989962,yen16,10.112.2.45,166.4537742137909,3
0.17200480123513662,0.17416929761664227,1724679642,,False,4,3e493_00012,2024-08-26_06-40-42,56.25673866271973,222.71051287651062,1989962,yen16,10.112.2.45,222.71051287651062,4
0.1703460229284441,0.17602924508257553,1724679696,,False,5,3e493_00012,2024-08-26_06-41-36,54.39132761955261,277.10184049606323,1989962,yen16,10.112.2.45,277.10184049606323,5
0.16931375447808686,0.17794953687832907,1724679751,,False,6,3e493_00012,2024-08-26_06-42-31,54.1879096031189,331.28975009918213,1989962,yen16,10.112.2.45,331.28975009918213,6
0.1685280362975219,0.18040983851712483,1724679804,,False,7,3e493_00012,2024-08-26_06-43-24,53.22879934310913,384.51854944229126,1989962,yen16,10.112.2.45,384.51854944229126,7
0.16799237624771654,0.17554416708075082,1724679857,,False,8,3e493_00012,2024-08-26_06-44-17,53.27063345909119,437.78918290138245,1989962,yen16,10.112.2.45,437.78918290138245,8
0.16741641407676694,0.176510120025621,1724679910,,False,9,3e493_00012,2024-08-26_06-45-10,53.04750323295593,490.8366861343384,1989962,yen16,10.112.2.45,490.8366861343384,9
0.16741641407676694,0.176510120025621,1724679910,,False,10,3e493_00012,2024-08-26_06-45-10,0.07730603218078613,490.91399216651917,1989962,yen16,10.112.2.45,490.91399216651917,10
