avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.18833981615908252,0.17833854250896436,1724681067,,False,1,3e493_00132,2024-08-26_07-04-27,58.91641139984131,58.91641139984131,2325608,yen16,10.112.2.45,58.91641139984131,1
0.1828536860693903,0.17694761618398702,1724681122,,False,2,3e493_00132,2024-08-26_07-05-22,55.32399010658264,114.24040150642395,2325608,yen16,10.112.2.45,114.24040150642395,2
0.17912059251265888,0.1812294375581237,1724681177,,False,3,3e493_00132,2024-08-26_07-06-17,55.13489317893982,169.37529468536377,2325608,yen16,10.112.2.45,169.37529468536377,3
0.1760166340374999,0.18073033591589102,1724681233,,False,4,3e493_00132,2024-08-26_07-07-13,56.06373429298401,225.43902897834778,2325608,yen16,10.112.2.45,225.43902897834778,4
0.17358036250482897,0.18095324059518483,1724681282,,False,5,3e493_00132,2024-08-26_07-08-02,48.99372458457947,274.43275356292725,2325608,yen16,10.112.2.45,274.43275356292725,5
0.1712695100952894,0.1809712012226765,1724681325,,False,6,3e493_00132,2024-08-26_07-08-45,42.98063373565674,317.413387298584,2325608,yen16,10.112.2.45,317.413387298584,6
0.16926760498094426,0.1834464926415911,1724681363,,False,7,3e493_00132,2024-08-26_07-09-23,37.40751504898071,354.8209023475647,2325608,yen16,10.112.2.45,354.8209023475647,7
0.16926760498094426,0.1834464926415911,1724681363,,True,8,3e493_00132,2024-08-26_07-09-23,0.04215812683105469,354.86306047439575,2325608,yen16,10.112.2.45,354.86306047439575,8
