avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.20316703086748672,0.186079256523114,1724680915,,True,1,3e493_00124,2024-08-26_07-01-55,35.13442611694336,35.13442611694336,2293977,yen16,10.112.2.45,35.13442611694336,1
