avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1901533063263082,0.18345609006400293,1724680909,,True,1,3e493_00121,2024-08-26_07-01-49,42.3492271900177,42.3492271900177,2289850,yen16,10.112.2.45,42.3492271900177,1
