avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.19459816580656883,0.18138268379218184,1724680706,,False,1,3e493_00090,2024-08-26_06-58-26,215.94004344940186,215.94004344940186,2209471,yen16,10.112.2.45,215.94004344940186,1
0.1925474011959695,0.18102718967005196,1724680918,,False,2,3e493_00090,2024-08-26_07-01-58,211.68152856826782,427.6215720176697,2209471,yen16,10.112.2.45,427.6215720176697,2
0.19219573085903036,0.1806692439339273,1724681129,,False,3,3e493_00090,2024-08-26_07-05-29,210.9119954109192,638.5335674285889,2209471,yen16,10.112.2.45,638.5335674285889,3
0.1919818716775384,0.18051072615406624,1724681329,,False,4,3e493_00090,2024-08-26_07-08-49,199.71846795082092,838.2520353794098,2209471,yen16,10.112.2.45,838.2520353794098,4
0.19181127480879562,0.18046246464527127,1724681444,,False,5,3e493_00090,2024-08-26_07-10-44,114.94469857215881,953.1967339515686,2209471,yen16,10.112.2.45,953.1967339515686,5
0.19167300932420603,0.18031324310940483,1724681539,,False,6,3e493_00090,2024-08-26_07-12-19,94.90576791763306,1048.1025018692017,2209471,yen16,10.112.2.45,1048.1025018692017,6
0.1915635224047808,0.18047333037788532,1724681632,,False,7,3e493_00090,2024-08-26_07-13-52,93.50014996528625,1141.602651834488,2209471,yen16,10.112.2.45,1141.602651834488,7
0.1914402143821495,0.18061911967662764,1724681726,,False,8,3e493_00090,2024-08-26_07-15-26,93.77092480659485,1235.3735766410828,2209471,yen16,10.112.2.45,1235.3735766410828,8
0.19134032662885767,0.18046708697109373,1724681819,,False,9,3e493_00090,2024-08-26_07-16-59,93.42301487922668,1328.7965915203094,2209471,yen16,10.112.2.45,1328.7965915203094,9
0.1912635947324047,0.1805720915130381,1724681914,,False,10,3e493_00090,2024-08-26_07-18-34,95.22347259521484,1424.0200641155243,2209471,yen16,10.112.2.45,1424.0200641155243,10
0.1911767708271687,0.18067978278018165,1724682067,,False,11,3e493_00090,2024-08-26_07-21-07,152.53019261360168,1576.550256729126,2209471,yen16,10.112.2.45,1576.550256729126,11
0.1911767708271687,0.18067978278018165,1724682067,,False,12,3e493_00090,2024-08-26_07-21-07,0.04390525817871094,1576.5941619873047,2209471,yen16,10.112.2.45,1576.5941619873047,12
